x,y,labels
23.10483870967742,20.06493506493507,1.0
23.407258064516128,22.500000000000007,1.0
24.97983870967742,21.120129870129873,1.0
24.97983870967742,19.090909090909093,1.0
23.830645161290324,18.27922077922078,1.0
21.89516129032258,17.95454545454546,1.0
21.350806451612904,20.95779220779221,1.0
21.83467741935484,21.03896103896104,1.0
22.5,23.961038961038966,1.0
24.616935483870968,23.71753246753247,1.0
25.766129032258064,22.09415584415585,1.0
24.072580645161292,20.38961038961039,1.0
23.044354838709676,16.655844155844157,1.0
25.282258064516128,17.061688311688314,1.0
26.91532258064516,18.766233766233768,1.0
27.157258064516128,21.201298701298704,1.0
27.278225806451612,23.798701298701303,1.0
25.947580645161292,24.853896103896105,1.0
24.375,24.69155844155845,1.0
22.197580645161292,22.418831168831176,1.0
22.439516129032256,13.814935064935066,2.0
23.891129032258064,13.977272727272728,2.0
25.705645161290324,12.597402597402601,2.0
24.858870967741936,11.623376623376625,2.0
22.862903225806452,11.866883116883118,2.0
25.705645161290324,13.652597402597406,2.0
26.129032258064516,15.681818181818185,2.0
25.221774193548388,15.762987012987017,2.0
26.129032258064516,18.116883116883123,2.0
23.649193548387096,15.844155844155848,2.0
20.383064516129032,14.788961038961043,2.0
20.625,11.94805194805195,2.0
21.350806451612904,14.05844155844156,2.0
21.955645161290324,15.600649350649354,2.0
22.197580645161292,12.51623376623377,2.0
22.983870967741936,12.75974025974026,2.0
23.10483870967742,14.545454545454549,2.0
24.254032258064516,12.678571428571429,2.0
24.556451612903224,14.139610389610391,2.0
24.556451612903224,15.194805194805197,2.0
18.08467741935484,19.009740259740262,3.0
17.963709677419356,20.551948051948052,3.0
17.177419354838708,20.47077922077922,3.0
16.57258064516129,18.92857142857143,3.0
17.721774193548388,18.27922077922078,3.0
19.294354838709676,19.090909090909093,3.0
19.173387096774192,21.363636363636367,3.0
17.056451612903224,21.931818181818187,3.0
19.657258064516128,23.06818181818182,3.0
18.14516129032258,22.905844155844157,3.0
20.625,19.659090909090914,3.0
19.899193548387096,18.116883116883123,3.0
18.44758064516129,17.30519480519481,3.0
16.995967741935484,17.38636363636364,3.0
15.967741935483872,20.227272727272734,3.0
15.362903225806452,18.36038961038961,3.0
15.362903225806452,21.282467532467535,3.0
15.967741935483872,22.500000000000007,3.0
16.693548387096772,23.879870129870135,3.0
15.60483870967742,17.061688311688314,3.0
16.754032258064516,15.844155844155848,3.0
8.467741935483872,25.17857142857143,4.0
6.774193548387097,22.824675324675326,4.0
8.77016129032258,22.662337662337663,4.0
7.802419354838709,24.772727272727273,4.0
6.350806451612903,25.584415584415588,4.0
7.439516129032259,23.230519480519483,4.0
6.108870967741935,21.120129870129873,4.0
5.564516129032259,22.98701298701299,4.0
7.016129032258065,24.772727272727273,4.0
7.620967741935485,26.477272727272734,4.0
9.616935483870968,26.152597402597408,4.0
9.677419354838708,23.798701298701303,4.0
8.951612903225808,21.201298701298704,4.0
7.802419354838709,21.4448051948052,4.0
6.774193548387097,20.06493506493507,4.0
3.991935483870967,20.308441558441565,4.0
4.052419354838709,24.529220779220786,4.0
9.31451612903226,19.009740259740262,4.0
10.221774193548388,21.60714285714286,4.0
11.370967741935484,23.798701298701303,4.0
8.77016129032258,13.896103896103897,5.0
11.068548387096776,14.464285714285717,5.0
10.705645161290324,13.32792207792208,5.0
9.97983870967742,14.383116883116886,5.0
9.737903225806452,12.678571428571429,5.0
8.830645161290324,12.191558441558444,5.0
7.681451612903227,13.165584415584417,5.0
7.983870967741935,11.542207792207794,5.0
10.221774193548388,11.542207792207794,5.0
11.129032258064516,12.353896103896107,5.0
12.036290322580644,10.811688311688313,5.0
12.641129032258064,13.490259740259743,5.0
12.096774193548388,15.681818181818185,5.0
9.254032258064516,15.113636363636365,5.0
9.012096774193548,10.730519480519483,5.0
8.588709677419356,8.538961038961041,5.0
10.04032258064516,9.431818181818183,5.0
11.25,9.431818181818183,5.0
6.955645161290323,10.000000000000002,5.0
6.774193548387097,11.136363636363638,5.0
16.875,9.025974025974028,6.0
14.637096774193548,6.753246753246755,6.0
15.241935483870968,9.594155844155846,6.0
16.27016129032258,7.80844155844156,6.0
18.14516129032258,8.295454545454547,6.0
17.237903225806452,10.892857142857144,6.0
15.786290322580644,12.597402597402601,6.0
14.213709677419356,15.032467532467534,6.0
15.907258064516128,13.571428571428575,6.0
17.298387096774192,13.733766233766238,6.0
16.20967741935484,11.542207792207794,6.0
14.879032258064516,10.811688311688313,6.0
13.487903225806452,9.512987012987015,6.0
14.274193548387096,8.376623376623378,6.0
13.245967741935484,7.5649350649350655,6.0
18.14516129032258,10.892857142857144,6.0
17.661290322580644,11.94805194805195,6.0
16.20967741935484,10.162337662337665,6.0
17.419354838709676,7.2402597402597415,6.0
18.024193548387096,9.512987012987015,6.0
3.326612903225807,15.519480519480522,7.0
3.326612903225807,13.571428571428575,7.0
5.020161290322581,14.220779220779223,7.0
4.415322580645161,16.25,7.0
4.415322580645161,13.490259740259743,7.0
2.479838709677419,14.707792207792211,7.0
2.419354838709677,16.81818181818182,7.0
5.866935483870967,16.89935064935065,7.0
5.201612903225807,18.36038961038961,7.0
3.991935483870967,18.36038961038961,7.0
5.866935483870967,15.92532467532468,7.0
7.500000000000001,16.25,7.0
7.016129032258065,14.545454545454549,7.0
5.987903225806451,13.652597402597406,7.0
5.262096774193549,15.113636363636365,7.0
5.080645161290323,11.866883116883118,7.0
3.447580645161291,12.110389610389612,7.0
4.354838709677419,10.649350649350652,7.0
2.963709677419355,10.730519480519483,7.0
2.419354838709677,12.110389610389612,7.0
